#index RAdeg DECdeg dist V-J specind HIPindex Vmag HIPmag Jmag Hmag Kmag MV B-V HIPV-I V-I Teff SpT Blum HZseparcsec HZcontrast mass FLAG(SUPERBLINK) FLAG(2MASSCNS3) FLAG(CNS3) FLAG(HIPS) FLAG(HIPD) FLAG(RECONS) name
2999 258.213165 -5.123682 19.960079 2.950000 7.000000 84212 11.610000 11.733400 8.661000 8.069000 7.937000 10.109188 1.490000 1.870000 1.870000 3863.075439 6.896924 0.023625 0.007701 7.36508e-09 0.600615 1 1 0 1 0 0 Gl660.1
3000 256.309662 -5.091486 10.571942 3.300000 7.100000 83599 10.080000 10.127200 6.780000 6.193000 5.975000 9.959226 1.476000 1.930000 1.930000 3675.583740 7.079068 0.033442 0.017298 5.20306e-09 0.532559 1 1 0 1 0 0 Gl654
3002 201.193665 -5.072139 19.193857 4.360000 7.400000 -100 13.830000 -100.000000 9.470000 8.860000 8.560000 12.414188 -100.000000 -100.000000 2.840386 3072.851807 7.403404 0.008642 0.004843 2.01339e-08 0.236936 1 1 0 0 0 0 PMI_J13247-0504  
3006 93.737793 -5.048056 17.482517 3.870000 7.300000 -100 13.800000 -100.000000 9.930000 9.350000 9.060000 12.586981 -100.000000 -100.000000 2.492134 3261.894287 7.309053 0.005444 0.004220 3.19617e-08 0.349137 1 1 0 0 0 0 PMI_J06149-0502  
3009 109.321083 -5.017528 9.737099 5.010000 7.500000 -100 13.880000 -100.000000 8.870000 8.350000 8.050000 13.937852 -100.000000 -100.000000 3.223696 2894.765381 7.488207 0.003341 0.005936 5.20775e-08 0.160614 1 1 0 0 0 0 PMI_J07172-0501  
3018 314.200287 -4.846439 17.686594 4.050000 7.300000 103393 11.870000 11.906600 7.816000 7.312000 7.064000 10.631779 1.490000 2.680000 2.680000 3229.598389 7.325201 0.034671 0.010528 5.01866e-09 0.329759 1 1 0 1 0 0 Gl812A
3019 252.724121 -4.843083 18.248175 4.440000 7.400000 -100 13.910000 -100.000000 9.465000 8.923000 8.676000 12.603903 -100.000000 -100.000000 2.840386 3072.851807 7.403404 0.007257 0.004668 2.3978e-08 0.236936 1 1 0 0 0 0 GJ3975
3020 53.665127 -4.842583 12.224939 4.610000 7.400000 -100 13.440000 -100.000000 8.829000 8.269000 7.928000 13.003766 -100.000000 -100.000000 2.970707 3012.304443 7.432236 0.005857 0.006260 2.97076e-08 0.210988 1 1 0 0 0 0 GJ3235
3028 289.979736 -4.774833 13.297873 4.090000 7.300000 -100 12.400000 -100.000000 8.310000 7.660000 7.480000 11.781089 -100.000000 -100.000000 2.609752 3197.622070 7.341189 0.012647 0.008457 1.37584e-08 0.310573 1 1 0 0 0 0 PMI_J19199-0446  
3031 253.643250 -4.756083 19.342360 2.760000 6.700000 -100 9.980000 -100.000000 7.220000 6.530000 6.360000 8.547452 -100.000000 -100.000000 1.696252 3940.723389 6.819277 0.092024 0.015683 1.89081e-09 0.616145 1 1 0 0 0 0 PMI_J16545-0445  
3032 326.822754 -4.744611 10.952903 5.340000 7.600000 -100 14.760000 -100.000000 9.420000 8.840000 8.500000 14.562354 -100.000000 -100.000000 3.435897 2837.727051 7.518984 0.002216 0.004298 7.85322e-08 0.140508 1 1 0 0 0 0 PMI_J21472-0444  
3039 332.415344 -4.640681 9.095870 3.900000 7.300000 109388 10.410000 10.367200 6.510000 5.899000 5.594000 10.615779 1.531000 2.500000 2.500000 3229.598389 7.325201 0.035185 0.020622 4.94524e-09 0.329759 1 1 0 1 0 0 Gl849
3044 8.221416 -4.568611 15.527950 4.560000 7.400000 -100 13.840000 -100.000000 9.280000 8.620000 8.350000 12.884430 -100.000000 -100.000000 2.970707 3012.304443 7.432236 0.006538 0.005207 2.66154e-08 0.210988 1 1 0 0 0 0 PMI_J00328-0434  
3045 40.313084 -4.538278 15.923567 4.460000 7.400000 -100 13.660000 -100.000000 9.200000 8.580000 8.250000 12.649798 -100.000000 -100.000000 2.905870 3042.427490 7.417892 0.007516 0.005444 2.31505e-08 0.223897 1 1 0 0 0 0 PMI_J02412-0432  
3057 146.538544 -4.428555 13.966480 5.050000 7.500000 -100 14.740000 -100.000000 9.688000 9.154000 8.832000 14.014565 -100.000000 -100.000000 3.223696 2894.765381 7.488207 0.003113 0.003995 5.58901e-08 0.160614 1 1 0 0 0 0 GJ3566
3064 261.070587 -4.364500 19.379845 3.680000 7.200000 -100 12.200000 -100.000000 8.515000 7.910000 7.655000 10.763248 -100.000000 -100.000000 2.360653 3360.732910 7.263303 0.024298 0.008043 7.16095e-09 0.404036 1 1 0 0 0 0 GJ4005
3068 254.273911 -4.348972 8.665511 4.590000 7.400000 -100 12.560000 -100.000000 7.971000 7.442000 7.120000 12.871030 -100.000000 -100.000000 2.970707 3012.304443 7.432236 0.006619 0.009388 2.6289e-08 0.210988 1 1 0 0 0 0 GJ1207
3070 189.696960 -4.321417 19.723866 4.500000 7.400000 -100 13.830000 -100.000000 9.329000 8.760000 8.455000 12.355040 -100.000000 -100.000000 2.905870 3042.427490 7.417892 0.009860 0.005034 1.76464e-08 0.223897 1 1 0 0 0 0 GJ1162
3071 316.200012 -4.307361 19.723866 4.620000 7.400000 -100 14.500000 -100.000000 9.880000 9.290000 9.050000 13.025040 -100.000000 -100.000000 2.970707 3012.304443 7.432236 0.005743 0.003842 3.02955e-08 0.210988 1 1 0 0 0 0 PMI_J21047-0418  
3074 346.832703 -4.259139 18.214935 3.190000 7.100000 -100 10.830000 -100.000000 7.640000 6.980000 6.740000 9.527862 -100.000000 -100.000000 2.075670 3639.191895 7.100577 0.051944 0.012512 3.34978e-09 0.519769 1 1 0 0 0 0 PMI_J23073-0415  
3083 205.030655 -4.187276 14.797277 2.710000 6.700000 66675 9.610000 9.680900 6.900000 6.251000 6.037000 8.759090 1.376000 1.710000 1.710000 3940.723389 6.819277 0.075726 0.018597 2.29775e-09 0.616145 1 1 0 1 0 0 Gl521.1
3090 185.710831 -4.079528 15.151515 4.880000 7.500000 -100 14.540000 -100.000000 9.660000 9.110000 8.820000 13.637720 -100.000000 -100.000000 3.161389 2923.713135 7.474422 0.004092 0.004222 4.25185e-08 0.17302 1 1 0 0 0 0 PMI_J12228-0404  
3092 98.874420 -4.055139 11.695907 5.010000 7.500000 -100 14.280000 -100.000000 9.270000 8.620000 8.310000 13.939830 -100.000000 -100.000000 3.296181 2866.104248 7.502292 0.003596 0.005127 4.8391e-08 0.148854 1 1 0 0 0 0 PMI_J06354-0403  
3099 277.664429 -3.938611 16.583748 4.780000 7.500000 -100 14.500000 -100.000000 9.720000 9.140000 8.860000 13.401587 -100.000000 -100.000000 3.098459 2952.950195 7.460500 0.004722 0.004144 3.68488e-08 0.18555 1 1 0 0 0 0 PMI_J18306-0356  
3109 153.073990 -3.745072 7.869059 3.370000 7.100000 49986 9.260000 9.288900 5.888000 5.258000 5.015000 9.780386 1.487000 2.180000 2.180000 3532.164062 7.177025 0.044794 0.026896 3.88446e-09 0.48919 1 1 0 1 0 0 Gl382
3112 148.299347 -3.688993 16.043638 3.530000 7.200000 48477 10.530000 10.568000 6.998000 6.409000 6.130000 9.503486 1.503000 2.260000 2.260000 3428.283691 7.232598 0.068075 0.016263 2.55601e-09 0.440882 1 1 0 1 0 0 Gl372
3121 191.790756 -3.571583 17.761990 3.970000 7.300000 -100 12.740000 -100.000000 8.767000 8.156000 7.886000 11.492541 -100.000000 -100.000000 2.609752 3197.622070 7.341189 0.016497 0.007231 1.05475e-08 0.310573 1 1 0 0 0 0 GJ3747
3130 82.466751 -3.441694 17.605635 3.590000 7.200000 -100 11.870000 -100.000000 8.276000 7.687000 7.437000 10.641742 -100.000000 -100.000000 2.319713 3394.340332 7.248027 0.025473 0.009065 6.83087e-09 0.422367 1 1 0 0 0 0 Gl204.2
3135 117.425629 -3.342750 16.722408 4.150000 7.400000 -100 13.040000 -100.000000 8.890000 8.340000 8.020000 11.923506 -100.000000 -100.000000 2.667689 3165.962402 7.357019 0.011656 0.006456 1.49282e-08 0.291577 1 1 0 0 0 0 PMI_J07497-0320  
3138 112.188263 -3.296227 12.288032 3.930000 7.300000 36338 11.470000 11.478100 7.544000 6.976000 6.704000 11.022589 1.486000 1.990000 1.990000 3360.732910 7.263303 0.019136 0.011257 9.09299e-09 0.404036 1 1 0 1 0 0 GJ1097
3139 117.461914 -3.288750 12.180268 4.030000 7.300000 -100 12.070000 -100.000000 8.040000 7.460000 7.190000 11.641715 -100.000000 -100.000000 2.609752 3197.622070 7.341189 0.014379 0.009845 1.21009e-08 0.310573 1 1 0 0 0 0 PMI_J07498-0317  
3141 282.276703 -3.254861 11.520738 5.430000 7.600000 -100 15.040000 -100.000000 9.610000 8.980000 8.700000 14.732598 -100.000000 -100.000000 3.574229 2809.630859 7.535511 0.002069 0.003948 8.41012e-08 0.132244 1 1 0 0 0 0 PMI_J18491-0315  
3146 221.979874 -3.159861 19.685040 3.700000 7.200000 -100 13.480000 -100.000000 9.780000 9.279000 9.060000 12.009318 -100.000000 -100.000000 2.278363 3428.283691 7.232598 0.006771 0.004180 2.56978e-08 0.440882 1 1 0 0 0 0 GJ1185
3148 114.029404 -3.110163 14.174344 3.080000 7.000000 36985 9.870000 9.933500 6.790000 6.160000 5.930000 9.112485 1.455000 1.830000 1.830000 3749.462891 7.035610 0.066795 0.018233 2.60499e-09 0.558634 1 1 0 1 0 0 PMI_J07370-0252  
3150 83.018791 -3.091500 15.797789 3.550000 7.200000 -100 11.430000 -100.000000 7.880000 7.240000 7.010000 10.437018 -100.000000 -100.000000 2.278363 3428.283691 7.232598 0.028812 0.010745 6.03915e-09 0.440882 1 1 0 0 0 0 PMI_J05320-0305  
3153 271.280182 -3.030511 7.758554 3.210000 7.100000 88574 9.370000 9.432000 6.161000 5.571000 5.306000 9.921096 1.508000 2.060000 2.060000 3639.191895 7.100577 0.036161 0.024510 4.81183e-09 0.519769 1 1 0 1 0 0 Gl701
3175 163.860916 -2.828583 17.857143 4.630000 7.400000 -100 14.310000 -100.000000 9.680000 9.150000 8.850000 13.050941 -100.000000 -100.000000 2.970707 3012.304443 7.432236 0.005608 0.004194 3.10269e-08 0.210988 1 1 0 0 0 0 PMI_J10554-0249  
3180 153.018280 -2.683271 12.333498 3.620000 7.200000 49969 10.640000 10.658700 7.021000 6.471000 6.193000 10.184569 1.566000 2.320000 2.320000 3394.340332 7.248027 0.038810 0.015973 4.48339e-09 0.422367 1 1 0 1 0 0 Gl381
3183 210.265289 -2.656321 10.028079 3.190000 7.100000 68469 9.710000 9.763900 6.516000 5.935000 5.683000 9.703911 1.461000 2.040000 2.040000 3675.583740 7.079068 0.042307 0.020511 4.11276e-09 0.532559 1 1 0 1 0 0 Gl536
3207 353.793640 -2.389111 7.230658 6.050000 7.700000 -100 15.200000 -100.000000 9.148000 8.505000 8.183000 15.904111 -100.000000 -100.000000 3.981065 2727.000000 7.584117 0.000912 0.004176 1.90827e-07 0.107941 1 1 0 0 0 0 GJ1286
3209 202.087463 -2.359101 13.888889 3.720000 7.300000 65714 11.230000 11.211900 7.515000 6.913000 6.613000 10.516662 1.539000 2.540000 2.540000 3294.513184 7.293403 0.034642 0.013401 5.02287e-09 0.367916 1 1 0 1 0 0 Gl512A
3210 105.249084 -2.359195 16.556292 4.470000 7.400000 -100 13.770000 -100.000000 9.300000 8.680000 8.440000 12.675185 -100.000000 -100.000000 2.905870 3042.427490 7.417892 0.007342 0.005176 2.36981e-08 0.223897 1 1 0 0 0 0 PMI_J07009-0221  
3221 178.737213 -2.102556 14.858841 4.830000 7.500000 -100 14.380000 -100.000000 9.550000 8.960000 8.690000 13.520076 -100.000000 -100.000000 3.098459 2952.950195 7.460500 0.004234 0.004379 4.10979e-08 0.18555 1 1 0 0 0 0 PMI_J11549-0206  
3228 347.413910 -1.973194 13.351135 4.350000 7.400000 -100 13.020000 -100.000000 8.671000 8.013000 7.796000 12.392409 -100.000000 -100.000000 2.840386 3072.851807 7.403404 0.008817 0.007033 1.9734e-08 0.236936 1 1 0 0 0 0 GJ4314
3229 56.846817 -1.971542 16.129032 3.790000 7.300000 17695 11.590000 11.598200 7.800000 7.170000 6.930000 10.551959 1.511000 2.160000 2.160000 3360.732910 7.263303 0.029519 0.010652 5.89461e-09 0.404036 1 1 0 1 0 0 PMI_J03473-0158  
3230 296.710510 -1.961056 16.638935 3.890000 7.300000 -100 12.400000 -100.000000 8.510000 8.000000 7.750000 11.294372 -100.000000 -100.000000 2.441320 3294.513184 7.293403 0.016924 0.007819 1.0281e-08 0.367916 1 1 0 0 0 0 PMI_J19468-0157  
3233 329.230194 -1.902583 13.368984 5.370000 7.600000 -100 15.250000 -100.000000 9.880000 9.315000 9.026000 14.619508 -100.000000 -100.000000 3.435897 2837.727051 7.518984 0.002102 0.003429 8.27769e-08 0.140508 1 1 0 0 0 0 GJ4239
3237 257.969055 -1.850972 10.184337 3.990000 7.300000 84123 11.450000 11.393400 7.462000 6.917000 6.656000 11.410336 1.600000 2.600000 2.600000 3229.598389 7.325201 0.016925 0.012774 1.02804e-08 0.329759 1 1 0 1 0 0 Gl660AB
3242 350.240326 -1.793694 19.920319 4.210000 7.400000 -100 13.560000 -100.000000 9.350000 8.790000 8.490000 12.063519 -100.000000 -100.000000 2.725052 3134.616211 7.372692 0.010761 0.005208 1.61695e-08 0.27277 1 1 0 0 0 0 PMI_J23209-0147  
3247 259.590271 -1.781301 19.282684 3.040000 7.000000 84652 10.590000 10.643200 7.554000 6.918000 6.715000 9.164163 1.440000 1.770000 1.770000 3786.957520 7.013555 0.060906 0.012799 2.85684e-09 0.571867 1 1 0 1 0 0 GJ4001
3251 262.046082 -1.732500 17.825312 4.790000 7.500000 -100 14.680000 -100.000000 9.890000 9.320000 9.010000 13.424814 -100.000000 -100.000000 3.098459 2952.950195 7.460500 0.004622 0.003814 3.76457e-08 0.18555 1 1 0 0 0 0 PMI_J17281-0143  
3267 197.213409 -1.518778 15.267176 4.320000 7.400000 -100 13.240000 -100.000000 8.920000 8.340000 8.080000 12.321206 -100.000000 -100.000000 2.781848 3103.580322 7.388210 0.008910 0.006183 1.95284e-08 0.254148 1 1 0 0 0 0 PMI_J13088-0131  
3292 302.325989 -1.227278 11.123470 5.280000 7.600000 -100 14.680000 -100.000000 9.400000 8.830000 8.510000 14.448799 -100.000000 -100.000000 3.435897 2837.727051 7.518984 0.002460 0.004459 7.07336e-08 0.140508 1 1 0 0 0 0 PMI_J20093-0113  
3293 271.119873 -1.190639 14.367816 4.350000 7.400000 -100 13.180000 -100.000000 8.830000 8.260000 7.990000 12.393046 -100.000000 -100.000000 2.781848 3103.580322 7.388210 0.008340 0.006356 2.08642e-08 0.254148 1 1 0 0 0 0 PMI_J18044-0111  
3296 59.370499 -1.156528 15.600624 3.680000 7.200000 -100 11.450000 -100.000000 7.773000 7.162000 6.927000 10.484290 -100.000000 -100.000000 2.360653 3360.732910 7.263303 0.031417 0.011362 5.53844e-09 0.404036 1 1 0 0 0 0 Gl157B
3298 128.607880 -1.144333 13.623979 4.270000 7.400000 -100 13.080000 -100.000000 8.810000 8.322000 8.031000 12.408480 -100.000000 -100.000000 2.725052 3134.616211 7.372692 0.007832 0.006496 2.22167e-08 0.27277 1 1 0 0 0 0 GJ2070
3300 215.313034 -1.122139 13.386881 4.320000 7.400000 -100 13.270000 -100.000000 8.948000 8.391000 8.093000 12.636603 -100.000000 -100.000000 2.781848 3103.580322 7.388210 0.006664 0.006098 2.61111e-08 0.254148 1 1 0 0 0 0 GJ3843
3309 274.324799 -0.996833 17.605635 4.460000 7.400000 -100 13.880000 -100.000000 9.420000 8.750000 8.570000 12.651742 -100.000000 -100.000000 2.840386 3072.851807 7.403404 0.006944 0.004733 2.50581e-08 0.236936 1 1 0 0 0 0 PMI_J18172-0059  
3319 339.040222 -0.840151 17.117426 2.940000 7.000000 111571 9.980000 10.071900 7.038000 6.372000 6.163000 8.812807 1.411000 1.860000 1.860000 3786.957520 7.013555 0.084179 0.016950 2.06702e-09 0.571867 1 1 0 1 0 0 Gl864
3322 152.463379 -0.771917 9.407338 5.250000 7.600000 -100 14.260000 -100.000000 9.010000 8.450000 8.290000 14.392667 -100.000000 -100.000000 3.296181 2866.104248 7.502292 0.002369 0.005174 7.34344e-08 0.148854 1 1 0 0 0 0 PMI_J10098-0046  
3323 192.681595 -0.767165 10.570825 2.740000 6.700000 62687 8.490000 8.561200 5.753000 5.215000 4.882000 8.369455 1.409000 1.720000 1.720000 3901.706299 6.858294 0.112789 0.031771 1.5427e-09 0.608341 1 1 0 1 0 0 Gl488
3328 114.126122 -0.659806 14.619883 4.760000 7.500000 -100 14.180000 -100.000000 9.420000 8.810000 8.540000 13.355281 -100.000000 -100.000000 3.098459 2952.950195 7.460500 0.004928 0.004802 3.53103e-08 0.18555 1 1 0 0 0 0 PMI_J07365-0039  
3338 278.320557 -0.568667 17.452007 4.660000 7.500000 -100 14.330000 -100.000000 9.670000 9.050000 8.760000 13.120773 -100.000000 -100.000000 3.034901 2982.479736 7.446438 0.005673 0.004316 3.06706e-08 0.198206 1 1 0 0 0 0 PMI_J18332-0034  
3349 68.688835 -0.446222 17.482517 4.390000 7.400000 -100 13.700000 -100.000000 9.310000 8.750000 8.430000 12.486980 -100.000000 -100.000000 2.840386 3072.851807 7.403404 0.008082 0.005142 2.153e-08 0.236936 1 1 0 0 0 0 PMI_J04347-0026  
3353 216.983673 -0.375306 16.129032 4.520000 7.400000 -100 13.830000 -100.000000 9.305000 8.700000 8.403000 12.791959 -100.000000 -100.000000 2.970707 3012.304443 7.432236 0.007119 0.005231 2.44425e-08 0.210988 1 1 0 0 0 0 GJ1183A
3354 216.985046 -0.371972 15.432098 4.620000 7.400000 -100 13.970000 -100.000000 9.345000 8.761000 8.461000 13.027875 -100.000000 -100.000000 2.970707 3012.304443 7.432236 0.005728 0.004904 3.03747e-08 0.210988 1 1 0 0 0 0 GJ1183B
3362 194.826004 -0.175944 15.772871 4.170000 7.400000 -100 12.960000 -100.000000 8.790000 8.230000 7.920000 11.970447 -100.000000 -100.000000 2.725052 3134.616211 7.372692 0.011724 0.006865 1.48411e-08 0.27277 1 1 0 0 0 0 PMI_J12593-0010  
3363 326.668488 -0.173250 11.976048 4.510000 7.400000 -100 12.870000 -100.000000 8.364000 7.825000 7.489000 12.478433 -100.000000 -100.000000 2.905870 3042.427490 7.417892 0.008801 0.007833 1.97703e-08 0.223897 1 1 0 0 0 0 GJ1263
3365 292.056915 -0.164417 15.873015 4.850000 7.500000 -100 14.570000 -100.000000 9.720000 9.160000 8.860000 13.566703 -100.000000 -100.000000 3.098459 2952.950195 7.460500 0.004056 0.004012 4.29013e-08 0.18555 1 1 0 0 0 0 PMI_J19282-0009  
3377 209.681625 -0.079944 19.801981 4.670000 7.500000 -100 14.630000 -100.000000 9.963000 9.423000 9.168000 13.146457 -100.000000 -100.000000 2.970707 3012.304443 7.432236 0.005136 0.003619 3.38801e-08 0.210988 1 1 0 0 0 0 GJ3818
3383 117.977837 -0.003472 8.771930 4.890000 7.500000 -100 13.390000 -100.000000 8.496000 7.939000 7.661000 13.674524 -100.000000 -100.000000 3.161389 2923.713135 7.474422 0.003956 0.007170 4.39845e-08 0.17302 1 1 0 0 0 0 GJ1103AB
3384 33.227417 0.004667 15.313935 4.640000 7.400000 -100 13.700000 -100.000000 9.060000 8.520000 8.170000 12.774566 -100.000000 -100.000000 3.034901 2982.479736 7.446438 0.007804 0.005769 2.22966e-08 0.198206 1 1 0 0 0 0 PMI_J02129+0000W 
3385 33.227627 0.004667 15.313935 4.800000 7.500000 -100 13.860000 -100.000000 9.055000 8.518000 8.168000 12.934566 -100.000000 -100.000000 3.098459 2952.950195 7.460500 0.007260 0.005564 2.39671e-08 0.18555 1 1 0 0 0 0 GJ3142
3389 259.325958 0.062167 15.197568 2.780000 6.700000 -100 9.500000 -100.000000 6.720000 6.070000 5.950000 8.591129 -100.000000 -100.000000 1.696252 3940.723389 6.819277 0.088395 0.019563 1.96843e-09 0.616145 1 1 0 0 0 0 PMI_J17173+0003  
3394 29.062166 0.102472 12.626263 5.070000 7.500000 -100 14.560000 -100.000000 9.490000 8.890000 8.640000 14.053626 -100.000000 -100.000000 3.296181 2866.104248 7.502292 0.003238 0.004507 5.37382e-08 0.148854 1 1 0 0 0 0 PMI_J01562+0006  
3399 7.839792 0.158167 16.556292 4.810000 7.500000 -100 14.570000 -100.000000 9.760000 9.160000 8.900000 13.475184 -100.000000 -100.000000 3.098459 2952.950195 7.460500 0.004413 0.004012 3.94333e-08 0.18555 1 1 0 0 0 0 PMI_J00313+0009  
3403 353.516296 0.181689 13.978194 3.500000 7.200000 116317 11.160000 11.201300 7.664000 7.070000 6.828000 10.432744 1.454000 2.270000 2.270000 3462.566406 7.217015 0.027078 0.011772 6.42597e-09 0.459582 1 1 0 1 0 0 Gl899
3409 176.919754 0.255611 16.051365 4.290000 7.400000 -100 13.280000 -100.000000 8.991000 8.399000 8.098000 12.252439 -100.000000 -100.000000 2.781848 3103.580322 7.388210 0.009493 0.006070 1.83299e-08 0.254148 1 1 0 0 0 0 GJ3685A
3411 300.275635 0.271000 11.614402 4.160000 7.400000 -100 12.270000 -100.000000 8.110000 7.490000 7.210000 11.945016 -100.000000 -100.000000 2.725052 3134.616211 7.372692 0.012002 0.009433 1.44976e-08 0.27277 1 1 0 0 0 0 PMI_J20011+0016  
3418 142.687149 0.324003 9.665571 4.010000 7.300000 46655 11.710000 11.717100 7.697000 7.182000 6.871000 11.783862 1.588000 2.570000 2.570000 3229.598389 7.325201 0.011999 0.011333 1.45018e-08 0.329759 1 1 0 1 0 0 GJ1125
3424 289.203339 0.392250 19.801981 4.670000 7.500000 -100 14.630000 -100.000000 9.960000 9.340000 9.130000 13.146457 -100.000000 -100.000000 2.970707 3012.304443 7.432236 0.005136 0.003619 3.38801e-08 0.210988 1 1 0 0 0 0 PMI_J19168+0023  
3427 307.507996 0.398694 14.836795 5.150000 7.500000 -100 15.060000 -100.000000 9.910000 9.370000 9.090000 14.203300 -100.000000 -100.000000 3.296181 2866.104248 7.502292 0.002821 0.003580 6.16812e-08 0.148854 1 1 0 0 0 0 PMI_J20300+0023  
3437 20.687584 0.534611 14.409222 4.390000 7.400000 -100 13.590000 -100.000000 9.201000 8.452000 8.299000 12.796798 -100.000000 -100.000000 2.840386 3072.851807 7.403404 0.006075 0.005409 2.86399e-08 0.236936 1 1 0 0 0 0 GJ3093A/309
3438 163.013626 0.543972 14.684288 4.760000 7.500000 -100 14.190000 -100.000000 9.426000 8.811000 8.512000 13.355735 -100.000000 -100.000000 3.098459 2952.950195 7.460500 0.004926 0.004779 3.53251e-08 0.18555 1 1 0 0 0 0 GJ3630
3443 185.106293 0.583722 10.976949 3.400000 7.100000 -100 10.260000 -100.000000 6.861000 6.220000 6.011000 10.057592 -100.000000 -100.000000 2.164350 3532.164062 7.177025 0.034700 0.016970 5.01434e-09 0.48919 1 1 0 0 0 0 Gl461AB
3446 183.569000 0.624000 8.375210 5.410000 7.600000 -100 13.870000 -100.000000 8.456000 7.860000 7.540000 14.255021 -100.000000 -100.000000 3.574229 2809.630859 7.535511 0.003212 0.006767 5.41716e-08 0.132244 1 1 0 0 0 0 GJ1154
3452 250.024994 0.705250 11.235955 4.730000 7.500000 -100 13.850000 -100.000000 9.116000 8.585000 8.209000 13.596951 -100.000000 -100.000000 3.098459 2952.950195 7.460500 0.003944 0.005590 4.41133e-08 0.18555 1 1 0 0 0 0 GJ3967
3453 281.694824 0.723917 14.662757 4.880000 7.500000 -100 14.470000 -100.000000 9.590000 9.000000 8.730000 13.638922 -100.000000 -100.000000 3.161389 2923.713135 7.474422 0.004088 0.004360 4.25655e-08 0.17302 1 1 0 0 0 0 PMI_J18467+0043  
3455 176.933517 0.807526 3.354129 4.610000 7.400000 57548 11.160000 11.069300 6.505000 5.945000 5.654000 13.532101 1.746000 2.970000 2.970000 3012.304443 7.432236 0.003600 0.017889 4.83283e-08 0.16 1 1 0 1 0 1 Gl447
3457 157.232925 0.842778 7.067138 3.470000 7.200000 51317 9.650000 9.670200 6.176000 5.605000 5.311000 10.403782 1.507000 2.260000 2.260000 3462.566406 7.217015 0.027810 0.023597 6.25682e-09 0.459582 1 1 0 1 0 0 Gl393
3465 237.546707 0.959056 16.051365 4.060000 7.300000 -100 12.740000 -100.000000 8.677000 8.086000 7.831000 11.712440 -100.000000 -100.000000 2.609752 3197.622070 7.341189 0.013472 0.007231 1.29154e-08 0.310573 1 1 0 0 0 0 GJ3918
3470 113.573250 0.985917 14.556041 3.930000 7.300000 -100 12.190000 -100.000000 8.261000 7.672000 7.434000 11.374784 -100.000000 -100.000000 2.492134 3261.894287 7.309053 0.016626 0.008858 1.04653e-08 0.349137 1 1 0 0 0 0 GJ1099
3473 271.766510 1.001833 19.230770 4.630000 7.400000 -100 14.470000 -100.000000 9.840000 9.190000 8.970000 13.050017 -100.000000 -100.000000 2.970707 3012.304443 7.432236 0.005613 0.003896 3.10005e-08 0.210988 1 1 0 0 0 0 PMI_J18070+0100  
3483 75.486084 1.145250 10.384216 4.650000 7.500000 -100 13.180000 -100.000000 8.530000 7.930000 7.680000 13.098132 -100.000000 -100.000000 2.970707 3012.304443 7.432236 0.005370 0.007057 3.24052e-08 0.210988 1 1 0 0 0 0 PMI_J05019+0108  
3487 7.430042 1.210750 5.652911 6.650000 7.800000 -100 15.800000 -100.000000 9.150000 8.540000 8.310000 17.038639 -100.000000 -100.000000 4.114000 2700.000000 7.600000 0.000349 0.003305 4.98431e-07 0.1 1 1 0 0 0 0 PMI_J00297+0112  
3492 30.593250 1.261889 18.726591 4.650000 7.500000 -100 14.460000 -100.000000 9.810000 9.280000 9.030000 13.097707 -100.000000 -100.000000 2.970707 3012.304443 7.432236 0.005372 0.003914 3.23925e-08 0.210988 1 1 0 0 0 0 PMI_J02023+0115  
3495 124.034172 1.302427 9.122423 3.460000 7.200000 40501 10.080000 10.142700 6.625000 6.036000 5.766000 10.279449 1.510000 2.150000 2.150000 3497.192139 7.201276 0.029172 0.018723 5.96459e-09 0.478468 1 1 0 1 0 0 GJ2066
3498 151.590958 1.356417 18.416206 4.470000 7.400000 -100 14.000000 -100.000000 9.530000 9.000000 8.700000 12.673999 -100.000000 -100.000000 2.840386 3072.851807 7.403404 0.006803 0.004479 2.55771e-08 0.236936 1 1 0 0 0 0 PMI_J10063+0121  
3503 330.543915 1.400909 10.244852 2.970000 7.000000 108782 9.170000 9.229800 6.196000 5.562000 5.322000 9.117472 1.453000 1.900000 1.900000 3786.957520 7.013555 0.063583 0.024613 2.73659e-09 0.571867 1 1 0 1 0 0 Gl846
3512 273.151031 1.523333 18.975332 3.380000 7.100000 -100 11.400000 -100.000000 8.020000 7.330000 7.090000 10.009052 -100.000000 -100.000000 2.236601 3462.566406 7.217015 0.040003 0.010540 4.34973e-09 0.459582 1 1 0 0 0 0 PMI_J18126+0131  
3513 274.075806 1.524306 16.638935 4.440000 7.400000 -100 13.180000 -100.000000 8.738000 8.194000 7.891000 12.074372 -100.000000 -100.000000 2.840386 3072.851807 7.403404 0.011818 0.006534 1.47232e-08 0.236936 1 1 0 0 0 0 Gl708.3
3517 271.371338 1.543333 12.285012 4.810000 7.500000 -100 13.920000 -100.000000 9.110000 8.480000 8.260000 13.473122 -100.000000 -100.000000 3.098459 2952.950195 7.460500 0.004421 0.005412 3.93585e-08 0.18555 1 1 0 0 0 0 PMI_J18054+0132  
3518 133.781647 1.549046 19.794142 2.800000 6.700000 43790 9.990000 10.045500 7.191000 6.523000 6.352000 8.507317 1.372000 1.760000 1.760000 3901.706299 6.858294 0.099340 0.015923 1.75157e-09 0.608341 1 1 0 1 0 0 Gl328
