#index RAdeg DECdeg dist V-J specind HIPindex Vmag HIPmag Jmag Hmag Kmag MV B-V HIPV-I V-I Teff SpT Blum HZseparcsec HZcontrast mass FLAG(SUPERBLINK) FLAG(2MASSCNS3) FLAG(CNS3) FLAG(HIPS) FLAG(HIPD) FLAG(RECONS) name
4342 66.973000 11.781889 14.858841 4.940000 7.500000 -100 14.640000 -100.000000 9.699000 9.133000 8.893000 13.780076 -100.000000 -100.000000 3.161389 2923.713135 7.474422 0.003589 0.004032 4.84752e-08 0.17302 1 1 0 0 0 0 GJ3291
4351 332.381989 11.881528 19.267822 4.670000 7.500000 -100 14.570000 -100.000000 9.900000 9.270000 9.050000 13.145837 -100.000000 -100.000000 3.034901 2982.479736 7.446438 0.005544 0.003864 3.13868e-08 0.198206 1 0 0 0 0 0 PMI_J22095+1152  
4353 253.551483 11.913914 19.474197 2.860000 7.000000 82694 10.750000 10.841900 7.886000 7.318000 7.106000 9.302702 1.405000 1.790000 1.790000 3901.706299 6.858294 0.047749 0.011221 3.64402e-09 0.608341 1 1 0 1 0 0 Gl642
4356 257.469818 11.926139 15.360983 4.820000 7.500000 -100 14.430000 -100.000000 9.611000 8.997000 8.729000 13.497906 -100.000000 -100.000000 3.098459 2952.950195 7.460500 0.004321 0.004279 4.02672e-08 0.18555 1 1 0 0 0 0 GJ3990
4374 82.506920 12.124028 15.360983 4.850000 7.500000 -100 14.500000 -100.000000 9.650000 9.040000 8.920000 13.567905 -100.000000 -100.000000 3.034901 2982.479736 7.446438 0.003758 0.003991 4.62993e-08 0.198206 1 0 0 0 0 0 PMI_J05300+1207W 
4376 104.107498 12.125834 17.094017 3.510000 7.200000 -100 11.500000 -100.000000 7.990000 7.390000 7.180000 10.335779 -100.000000 -100.000000 2.236601 3462.566406 7.217015 0.029607 0.010066 5.87696e-09 0.459582 1 0 0 0 0 0 PMI_J06564+1207  
4381 183.108582 12.193916 19.801981 4.250000 7.400000 -100 13.640000 -100.000000 9.390000 8.710000 8.530000 12.156457 -100.000000 -100.000000 2.725052 3134.616211 7.372692 0.009878 0.005019 1.76145e-08 0.27277 1 0 0 0 0 0 PMI_J12124+1211  
4388 87.793373 12.269472 17.421602 4.500000 7.400000 -100 13.950000 -100.000000 9.450000 8.890000 8.580000 12.744559 -100.000000 -100.000000 2.905870 3042.427490 7.417892 0.006888 0.004764 2.52618e-08 0.223897 1 0 0 0 0 0 PMI_J05511+1216  
4391 228.103088 12.299583 19.762846 4.630000 7.400000 -100 14.530000 -100.000000 9.900000 9.310000 9.050000 13.050753 -100.000000 -100.000000 2.970707 3012.304443 7.432236 0.005609 0.003790 3.10215e-08 0.210988 1 0 0 0 0 0 PMI_J15124+1217  
4398 195.195633 12.375764 11.690437 3.320000 7.100000 63510 9.760000 9.758300 6.437000 5.786000 5.578000 9.420846 1.448000 2.060000 2.060000 3603.160400 7.126314 0.058978 0.020774 2.95024e-09 0.509474 1 1 0 1 0 0 Gl494
4400 223.118912 12.392472 12.360939 3.960000 7.300000 -100 11.930000 -100.000000 7.967000 7.340000 7.115000 11.469743 -100.000000 -100.000000 2.551235 3229.598389 7.325201 0.016024 0.010241 1.08586e-08 0.329759 1 1 0 0 0 0 GJ3871
4404 161.078415 12.419888 17.391304 4.480000 7.400000 -100 13.900000 -100.000000 9.420000 8.780000 8.550000 12.698339 -100.000000 -100.000000 2.905870 3042.427490 7.417892 0.007187 0.004875 2.42089e-08 0.223897 1 0 0 0 0 0 PMI_J10443+1225  
4410 85.533638 12.493155 5.829204 4.440000 7.400000 26857 11.560000 11.455300 7.124000 6.627000 6.389000 12.731955 1.675000 2.830000 2.830000 3103.580322 7.388210 0.006104 0.013402 2.85079e-08 0.254148 1 1 0 1 0 0 Gl213
4413 59.704582 12.506528 15.384615 4.930000 7.500000 -100 14.690000 -100.000000 9.760000 9.180000 8.880000 13.754566 -100.000000 -100.000000 3.161389 2923.713135 7.474422 0.003675 0.003940 4.73496e-08 0.17302 1 0 0 0 0 0 PMI_J03588+1230  
4421 209.558044 12.578834 11.312217 4.140000 7.400000 -100 12.410000 -100.000000 8.269000 7.687000 7.439000 12.142262 -100.000000 -100.000000 2.667689 3165.962402 7.357019 0.009529 0.008629 1.82603e-08 0.291577 1 1 0 0 0 0 GJ3817
4424 248.190201 12.613107 16.770082 3.700000 7.200000 81018 12.130000 12.187400 8.429000 7.902000 7.675000 11.007324 1.470000 1.900000 1.900000 3497.192139 7.201276 0.014922 0.007284 1.16609e-08 0.478468 1 1 0 1 0 0 GJ1203
4425 11.080584 12.617416 17.301039 4.080000 7.300000 -100 12.950000 -100.000000 8.868000 8.301000 8.083000 11.759639 -100.000000 -100.000000 2.609752 3197.622070 7.341189 0.012899 0.006565 1.34893e-08 0.310573 1 1 0 0 0 0 GJ3051
4428 85.067039 12.650139 16.694490 3.590000 7.200000 -100 11.650000 -100.000000 8.072000 7.409000 7.199000 10.537134 -100.000000 -100.000000 2.319713 3394.340332 7.248027 0.028049 0.010032 6.20344e-09 0.422367 1 1 0 0 0 0 GJ3362
4429 134.081497 12.663777 11.363636 5.440000 7.600000 -100 15.030000 -100.000000 9.590000 9.030000 8.710000 14.752413 -100.000000 -100.000000 3.574229 2809.630859 7.535511 0.002032 0.003966 8.56502e-08 0.132244 1 0 0 0 0 0 PMI_J08563+1239  
4441 269.592194 12.761917 18.115942 4.630000 7.400000 -100 14.340000 -100.000000 9.710000 9.170000 8.920000 13.049696 -100.000000 -100.000000 2.970707 3012.304443 7.432236 0.005614 0.004136 3.09913e-08 0.210988 1 0 0 0 0 0 PMI_J17583+1245  
4442 159.480286 12.776944 16.750420 4.030000 7.300000 -100 12.760000 -100.000000 8.730000 8.120000 7.840000 11.639872 -100.000000 -100.000000 2.609752 3197.622070 7.341189 0.014404 0.007165 1.20804e-08 0.310573 1 0 0 0 0 0 PMI_J10379+1246  
4457 136.558716 12.859667 15.037594 4.580000 7.400000 -100 13.820000 -100.000000 9.243000 8.636000 8.352000 12.934108 -100.000000 -100.000000 2.970707 3012.304443 7.432236 0.006245 0.005255 2.78615e-08 0.210988 1 1 0 0 0 0 GJ3531
4462 277.725861 12.900805 15.197568 4.770000 7.500000 -100 14.290000 -100.000000 9.520000 8.910000 8.640000 13.381129 -100.000000 -100.000000 3.098459 2952.950195 7.460500 0.004812 0.004564 3.6161e-08 0.18555 1 0 0 0 0 0 PMI_J18309+1254  
4467 146.895035 12.944195 17.825312 4.330000 7.400000 -100 13.600000 -100.000000 9.267000 8.724000 8.451000 12.344814 -100.000000 -100.000000 2.781848 3103.580322 7.388210 0.008718 0.005238 1.99577e-08 0.254148 1 1 0 0 0 0 GJ3568
4475 300.543945 13.008750 14.619883 4.990000 7.500000 -100 14.720000 -100.000000 9.730000 9.140000 8.880000 13.895281 -100.000000 -100.000000 3.223696 2894.765381 7.488207 0.003475 0.004032 5.0075e-08 0.160614 1 0 0 0 0 0 PMI_J20021+1300  
4480 30.054001 13.052000 4.448399 5.200000 7.400000 -100 12.310000 -100.000000 7.514000 6.970000 6.648000 14.068982 -100.000000 -100.000000 3.098459 2952.950195 7.460500 0.002554 0.011360 6.81369e-08 0.14 1 1 0 0 0 1 Gl83.1
4493 145.294815 13.209910 11.259994 3.410000 7.100000 47513 10.380000 10.411500 6.971000 6.369000 6.128000 10.122310 1.490000 2.010000 2.010000 3567.485596 7.151796 0.031794 0.015835 5.47282e-09 0.499282 1 1 0 1 0 0 Gl361
4502 198.584839 13.333528 16.393442 6.180000 7.700000 -100 15.930000 -100.000000 9.750000 9.180000 8.790000 14.856649 -100.000000 -100.000000 3.981065 2727.000000 7.584117 0.002393 0.002984 7.27203e-08 0.107941 1 0 0 0 0 0 PMI_J13143+1320  
4518 3.955208 13.556194 11.641443 4.410000 7.400000 -100 13.030000 -100.000000 8.619000 8.068000 7.807000 12.699965 -100.000000 -100.000000 2.840386 3072.851807 7.403404 0.006642 0.007001 2.61962e-08 0.236936 1 1 0 0 0 0 Gl12
4521 30.684792 13.575916 15.847860 4.800000 7.500000 -100 14.450000 -100.000000 9.652000 9.057000 8.802000 13.450147 -100.000000 -100.000000 3.098459 2952.950195 7.460500 0.004515 0.004240 3.85343e-08 0.18555 1 1 0 0 0 0 GJ3129
4524 30.009542 13.580750 18.621973 4.290000 7.400000 -100 13.600000 -100.000000 9.310000 8.780000 8.440000 12.249872 -100.000000 -100.000000 2.781848 3103.580322 7.388210 0.009515 0.005238 1.82866e-08 0.254148 1 0 0 0 0 0 PMI_J02000+1334W 
4526 34.124416 13.586861 8.496177 6.320000 7.800000 -100 16.190001 -100.000000 9.871000 9.314000 8.981000 16.543882 -100.000000 -100.000000 4.114000 2700.000000 7.600000 0.000551 0.002762 3.16011e-07 0.1 1 1 0 0 0 0 GJ3146
4528 327.951447 13.604222 18.726591 4.280000 7.400000 -100 13.590000 -100.000000 9.311000 8.734000 8.423000 12.227707 -100.000000 -100.000000 2.781848 3103.580322 7.388210 0.009711 0.005262 1.79171e-08 0.254148 1 1 0 0 0 0 GJ4228
4529 279.080170 13.607333 11.534025 4.230000 7.400000 -100 12.420000 -100.000000 8.186000 7.605000 7.367000 12.110096 -100.000000 -100.000000 2.725052 3134.616211 7.372692 0.010309 0.008803 1.68782e-08 0.27277 1 1 0 0 0 0 GJ4065
4531 165.838577 13.632500 11.614402 4.640000 7.400000 -100 13.400000 -100.000000 8.760000 8.180000 7.910000 13.075015 -100.000000 -100.000000 2.970707 3012.304443 7.432236 0.005485 0.006377 3.17225e-08 0.210988 1 0 0 0 0 0 PMI_J11033+1337  
4532 260.986664 13.638945 16.638935 4.610000 7.400000 -100 14.110000 -100.000000 9.500000 8.940000 8.670000 13.004372 -100.000000 -100.000000 2.970707 3012.304443 7.432236 0.005854 0.004598 2.97242e-08 0.210988 1 0 0 0 0 0 PMI_J17239+1338  
4535 210.581528 13.689979 19.857029 3.120000 7.000000 68570 10.680000 10.705100 7.563000 6.894000 6.706000 9.190429 1.559000 2.480000 2.480000 3567.485596 7.151796 0.075005 0.013792 2.31984e-09 0.499282 1 1 0 1 0 0 GJ3822
4536 109.553749 13.704638 17.574692 4.420000 7.400000 -100 13.780000 -100.000000 9.360000 8.690000 8.450000 12.555561 -100.000000 -100.000000 2.905870 3042.427490 7.417892 0.008198 0.005152 2.12259e-08 0.223897 1 0 0 0 0 0 PMI_J07182+1342  
4543 169.584579 13.794222 19.417477 4.060000 7.300000 -100 13.150000 -100.000000 9.090000 8.520000 8.260000 11.709036 -100.000000 -100.000000 2.609752 3197.622070 7.341189 0.013515 0.005987 1.2875e-08 0.310573 1 0 0 0 0 0 PMI_J11183+1347  
4546 83.717125 13.879639 12.406948 4.170000 7.400000 -100 11.950000 -100.000000 7.781000 7.189000 6.936000 11.481675 -100.000000 -100.000000 2.667689 3165.962402 7.357019 0.017510 0.010665 9.93742e-09 0.291577 1 1 0 0 0 0 GJ3356
4549 280.687469 13.904722 10.718114 5.470000 7.600000 -100 13.830000 -100.000000 8.361000 7.813000 7.551000 13.679408 -100.000000 -100.000000 3.435897 2837.727051 7.518984 0.004997 0.006595 3.48232e-08 0.140508 1 1 0 0 0 0 GJ4071
4550 274.009125 13.914608 18.178513 2.840000 6.700000 89517 10.180000 10.261700 7.343000 6.747000 6.557000 8.882209 1.404000 1.680000 1.680000 3940.723389 6.819277 0.067608 0.014303 2.57366e-09 0.616145 1 1 0 1 0 0 Gl708.2
4556 254.605209 13.969639 10.515247 4.830000 7.500000 -100 13.630000 -100.000000 8.801000 8.282000 7.969000 13.520903 -100.000000 -100.000000 3.098459 2952.950195 7.460500 0.004231 0.006186 4.11292e-08 0.18555 1 1 0 0 0 0 GJ3981
4560 163.017715 13.997611 12.468828 4.520000 7.400000 -100 13.130000 -100.000000 8.607000 8.064000 7.795000 12.650872 -100.000000 -100.000000 2.905870 3042.427490 7.417892 0.007509 0.006950 2.31734e-08 0.223897 1 1 0 0 0 0 Gl403
4573 128.832962 14.142555 11.587485 4.940000 7.500000 -100 14.100000 -100.000000 9.160000 8.580000 8.280000 13.780054 -100.000000 -100.000000 3.223696 2894.765381 7.488207 0.003864 0.005364 4.5033e-08 0.160614 1 0 0 0 0 0 PMI_J08353+1408  
4579 61.978333 14.216861 18.181818 4.260000 7.400000 -100 13.480000 -100.000000 9.220000 8.580000 8.350000 12.181813 -100.000000 -100.000000 2.725052 3134.616211 7.372692 0.009650 0.005403 1.80307e-08 0.27277 1 0 0 0 0 0 PMI_J04079+1413  
4583 57.753250 14.227750 15.898252 4.640000 7.400000 -100 14.080000 -100.000000 9.440000 8.750000 8.580000 13.073253 -100.000000 -100.000000 2.970707 3012.304443 7.432236 0.005494 0.004662 3.16711e-08 0.210988 1 0 0 0 0 0 PMI_J03510+1413  
4585 67.327003 14.233194 12.886598 4.910000 7.500000 -100 14.260000 -100.000000 9.350000 8.768000 8.472000 13.709309 -100.000000 -100.000000 3.161389 2923.713135 7.474422 0.003831 0.004803 4.54164e-08 0.17302 1 1 0 0 0 0 GJ3292
4599 208.150879 14.422361 14.084507 3.800000 7.300000 -100 11.810000 -100.000000 8.013000 7.321000 7.144000 11.066292 -100.000000 -100.000000 2.441320 3294.513184 7.293403 0.020881 0.010260 8.33306e-09 0.367916 1 1 0 0 0 0 GJ3813
4601 261.916199 14.483889 19.960079 4.360000 7.400000 -100 14.050000 -100.000000 9.693000 9.218000 8.958000 12.549189 -100.000000 -100.000000 2.725052 3134.616211 7.372692 0.006880 0.004156 2.52909e-08 0.27277 1 1 0 0 0 0 GJ1219
4612 144.874756 14.647166 18.018019 4.400000 7.400000 -100 13.790000 -100.000000 9.390000 8.820000 8.550000 12.511465 -100.000000 -100.000000 2.840386 3072.851807 7.403404 0.007902 0.004933 2.2021e-08 0.236936 1 0 0 0 0 0 PMI_J09394+1438  
4614 203.961456 14.686611 19.762846 3.730000 7.300000 -100 12.370000 -100.000000 8.640000 8.000000 7.800000 10.890753 -100.000000 -100.000000 2.401187 3327.458252 7.278428 0.023036 0.007680 7.5534e-09 0.385886 1 0 0 0 0 0 PMI_J13358+1441  
4618 297.740204 14.717167 17.761990 4.550000 7.400000 -100 14.110000 -100.000000 9.560000 8.930000 8.710000 12.862541 -100.000000 -100.000000 2.905870 3042.427490 7.417892 0.006179 0.004425 2.81616e-08 0.223897 1 0 0 0 0 0 PMI_J19509+1443  
4621 139.135086 14.741250 19.841270 4.410000 7.400000 -100 14.020000 -100.000000 9.610000 8.990000 8.730000 12.532153 -100.000000 -100.000000 2.840386 3072.851807 7.403404 0.007752 0.004438 2.24447e-08 0.236936 1 0 0 0 0 0 PMI_J09165+1444  
4623 267.878296 14.758528 18.975332 4.510000 7.400000 -100 14.160000 -100.000000 9.653000 8.997000 8.767000 12.769053 -100.000000 -100.000000 2.905870 3042.427490 7.417892 0.006734 0.004325 2.58382e-08 0.223897 1 1 0 0 0 0 GJ4031
4624 113.734543 14.765056 11.148272 3.660000 7.200000 -100 10.950000 -100.000000 7.290000 6.680000 6.400000 10.713963 -100.000000 -100.000000 2.401187 3327.458252 7.278428 0.027110 0.014769 6.4184e-09 0.385886 1 0 0 0 0 0 PMI_J07349+1445  
4626 294.842041 14.804444 17.035774 4.900000 7.500000 -100 14.840000 -100.000000 9.940000 9.320000 9.050000 13.683190 -100.000000 -100.000000 3.161389 2923.713135 7.474422 0.003924 0.003677 4.43369e-08 0.17302 1 0 0 0 0 0 PMI_J19393+1448  
4633 9.890833 14.909695 16.393442 4.880000 7.500000 -100 14.710000 -100.000000 9.830000 9.220000 8.950000 13.636649 -100.000000 -100.000000 3.161389 2923.713135 7.474422 0.004096 0.003904 4.24765e-08 0.17302 1 0 0 0 0 0 PMI_J00395+1454N 
4634 65.959793 14.921500 14.556041 4.670000 7.500000 -100 13.960000 -100.000000 9.290000 8.720000 8.450000 13.144784 -100.000000 -100.000000 2.970707 3012.304443 7.432236 0.005144 0.004927 3.38279e-08 0.210988 1 0 0 0 0 0 PMI_J04238+1455  
4635 246.726715 14.963944 14.947683 4.960000 7.500000 -100 14.700000 -100.000000 9.740000 9.160000 8.880000 13.827130 -100.000000 -100.000000 3.223696 2894.765381 7.488207 0.003700 0.004069 4.70285e-08 0.160614 1 0 0 0 0 0 PMI_J16269+1457  
4640 150.676910 14.986944 13.947001 5.010000 7.500000 -100 14.660000 -100.000000 9.649000 9.084000 8.803000 13.937595 -100.000000 -100.000000 3.223696 2894.765381 7.488207 0.003342 0.004145 5.20652e-08 0.160614 1 1 0 0 0 0 GJ3582
4641 38.447834 15.004833 17.301039 4.690000 7.500000 -100 14.380000 -100.000000 9.692000 9.115000 8.858000 13.189639 -100.000000 -100.000000 3.034901 2982.479736 7.446438 0.005325 0.004218 3.2679e-08 0.198206 1 1 0 0 0 0 GJ3165
4644 265.284973 15.075723 17.301039 4.570000 7.400000 -100 14.100000 -100.000000 9.530000 8.960000 8.690000 12.909639 -100.000000 -100.000000 2.905870 3042.427490 7.417892 0.005916 0.004446 2.94101e-08 0.223897 1 0 0 0 0 0 PMI_J17411+1504  
4646 129.283478 15.131487 18.960941 3.680000 7.200000 42267 11.800000 11.798100 8.122000 7.574000 7.321000 10.410701 1.563000 2.490000 2.490000 3327.458252 7.278428 0.035845 0.009985 4.85425e-09 0.385886 1 1 0 1 0 0 GJ3508
4656 65.199959 15.235861 13.245033 4.970000 7.500000 -100 14.460000 -100.000000 9.490000 8.910000 8.630000 13.849734 -100.000000 -100.000000 3.223696 2894.765381 7.488207 0.003624 0.004545 4.80178e-08 0.160614 1 0 0 0 0 0 PMI_J04207+1514  
4665 165.785339 15.297778 15.822784 4.240000 7.400000 -100 13.130000 -100.000000 8.890000 8.300000 8.030000 12.133586 -100.000000 -100.000000 2.725052 3134.616211 7.372692 0.010088 0.006348 1.72474e-08 0.27277 1 0 0 0 0 0 PMI_J11031+1517  
4670 334.331512 15.359667 19.193857 3.920000 7.300000 -100 13.870000 -100.000000 9.952000 9.398000 9.147000 12.454188 -100.000000 -100.000000 2.492134 3261.894287 7.309053 0.006152 0.004087 2.82822e-08 0.349137 1 1 0 0 0 0 Gl852.1
4671 159.186829 15.360945 9.174312 5.020000 7.500000 -100 13.770000 -100.000000 8.750000 8.180000 7.900000 13.957133 -100.000000 -100.000000 3.223696 2894.765381 7.488207 0.003282 0.006245 5.30106e-08 0.160614 1 0 0 0 0 0 PMI_J10367+1521  
4678 85.632378 15.417055 19.646366 4.300000 7.400000 -100 13.740000 -100.000000 9.440000 8.850000 8.640000 12.273588 -100.000000 -100.000000 2.725052 3134.616211 7.372692 0.008868 0.004793 1.96211e-08 0.27277 1 0 0 0 0 0 PMI_J05425+1525  
4681 17.855875 15.439333 7.692307 5.820000 7.700000 -100 14.900000 -100.000000 9.082000 8.512000 8.208000 15.469716 -100.000000 -100.000000 3.711193 2781.812744 7.551875 0.001145 0.004399 1.51945e-07 0.124063 1 1 0 0 0 0 GJ3076
4684 77.291542 15.459167 17.857143 3.960000 7.300000 -100 12.730000 -100.000000 8.770000 8.247000 7.961000 11.470940 -100.000000 -100.000000 2.551235 3229.598389 7.325201 0.016007 0.007085 1.08706e-08 0.329759 1 1 0 0 0 0 GJ3335
4687 310.141113 15.499695 9.803922 5.530000 7.600000 -100 14.170000 -100.000000 8.641000 8.075000 7.749000 14.213001 -100.000000 -100.000000 3.574229 2809.630859 7.535511 0.003339 0.005894 5.21151e-08 0.132244 1 1 0 0 0 0 GJ1256
4692 66.455170 15.521250 19.230770 3.280000 7.100000 -100 12.400000 -100.000000 9.118000 8.511000 8.326000 10.980017 -100.000000 -100.000000 2.075670 3639.191895 7.100577 0.013635 0.006072 1.27608e-08 0.519769 1 1 0 0 0 0 GJ3284
4697 217.376404 15.529481 14.007565 3.440000 7.200000 70865 10.670000 10.721900 7.229000 6.605000 6.393000 9.938187 1.471000 1.900000 1.900000 3603.160400 7.126314 0.036623 0.013662 4.75109e-09 0.509474 1 1 0 1 0 0 Gl552
4700 247.008621 15.565861 15.082956 4.680000 7.500000 -100 14.060000 -100.000000 9.375000 8.802000 8.556000 13.167568 -100.000000 -100.000000 2.970707 3012.304443 7.432236 0.005037 0.004705 3.45453e-08 0.210988 1 1 0 0 0 0 GJ3955
4702 82.362785 15.577601 17.256256 2.990000 7.000000 25716 10.550000 10.656800 7.557000 7.001000 6.782000 9.365268 1.500000 1.510000 1.510000 3901.706299 6.858294 0.045076 0.012303 3.86018e-09 0.608341 1 1 0 1 0 0 GJ2043A
4704 147.209167 15.645805 16.977928 4.430000 7.400000 -100 13.730000 -100.000000 9.300000 8.730000 8.470000 12.580576 -100.000000 -100.000000 2.840386 3072.851807 7.403404 0.007414 0.005072 2.34683e-08 0.236936 1 0 0 0 0 0 PMI_J09488+1538  
4708 100.216621 15.722639 19.342360 4.510000 7.400000 -100 14.200000 -100.000000 9.690000 9.140000 8.860000 12.767452 -100.000000 -100.000000 2.905870 3042.427490 7.417892 0.006744 0.004246 2.58001e-08 0.223897 1 0 0 0 0 0 PMI_J06408+1543  
4711 100.367455 15.763166 15.552099 4.770000 7.500000 -100 14.340000 -100.000000 9.570000 8.966000 8.667000 13.381055 -100.000000 -100.000000 3.098459 2952.950195 7.460500 0.004812 0.004460 3.61586e-08 0.18555 1 1 0 0 0 0 GJ3402
4712 269.264832 15.778666 12.004802 4.270000 7.400000 -100 12.600000 -100.000000 8.329000 7.752000 7.514000 12.203225 -100.000000 -100.000000 2.725052 3134.616211 7.372692 0.009462 0.008103 1.83899e-08 0.27277 1 1 0 0 0 0 GJ4038
4716 73.458580 15.820889 18.018019 4.430000 7.400000 -100 13.860000 -100.000000 9.430000 8.890000 8.620000 12.581465 -100.000000 -100.000000 2.840386 3072.851807 7.403404 0.007408 0.004777 2.34876e-08 0.236936 1 0 0 0 0 0 PMI_J04538+1549  
4719 304.685669 15.846194 13.550136 3.960000 7.300000 -100 12.130000 -100.000000 8.174000 7.590000 7.367000 11.470282 -100.000000 -100.000000 2.551235 3229.598389 7.325201 0.016016 0.009340 1.0864e-08 0.329759 1 1 0 0 0 0 GJ4143
4728 69.294128 15.937388 5.546312 3.230000 7.100000 -100 8.350000 -100.000000 5.120000 4.590000 4.250000 9.629979 -100.000000 -100.000000 2.075670 3639.191895 7.100577 0.047281 0.039205 3.68014e-09 0.519769 1 0 0 0 0 0 PMI_J04371+1556  
4729 101.690582 15.961695 14.903130 3.660000 7.200000 -100 11.580000 -100.000000 7.920000 7.330000 7.100000 10.713613 -100.000000 -100.000000 2.319713 3394.340332 7.248027 0.023841 0.010361 7.29834e-09 0.422367 1 0 0 0 0 0 PMI_J06467+1557  
4734 301.629364 15.988083 16.611296 4.790000 7.500000 -100 14.530000 -100.000000 9.740000 9.190000 8.950000 13.427982 -100.000000 -100.000000 3.034901 2982.479736 7.446438 0.004275 0.003936 4.0701e-08 0.198206 1 0 0 0 0 0 PMI_J20065+1559  
4736 218.045044 16.013721 12.315271 4.940000 7.500000 -100 14.230000 -100.000000 9.288000 8.715000 8.471000 13.777780 -100.000000 -100.000000 3.161389 2923.713135 7.474422 0.003597 0.004870 4.83728e-08 0.17302 1 1 0 0 0 0 GJ3856
4738 11.722042 16.050777 18.656717 3.630000 7.200000 -100 11.990000 -100.000000 8.360000 7.800000 7.580000 10.635823 -100.000000 -100.000000 2.278363 3428.283691 7.232598 0.023991 0.008302 7.25266e-09 0.440882 1 0 0 0 0 0 PMI_J00468+1603  
4741 318.698029 16.080473 17.094017 4.360000 7.400000 -100 13.580000 -100.000000 9.220000 8.620000 8.330000 12.415779 -100.000000 -100.000000 2.840386 3072.851807 7.403404 0.008629 0.005434 2.01634e-08 0.236936 1 0 0 0 0 0 PMI_J21147+1604  
4743 223.621124 16.101358 9.653441 3.480000 7.200000 72944 10.110000 10.200700 6.633000 5.990000 5.770000 10.186589 1.500000 1.930000 1.930000 3567.485596 7.151796 0.029966 0.017932 5.80661e-09 0.499282 1 1 0 1 0 0 Gl569AB
4753 63.090500 16.250944 16.313213 4.820000 7.500000 -100 14.560000 -100.000000 9.740000 9.100000 8.870000 13.497303 -100.000000 -100.000000 3.098459 2952.950195 7.460500 0.004324 0.004031 4.02449e-08 0.18555 1 0 0 0 0 0 PMI_J04123+1615  
4760 58.721748 16.315639 18.050541 4.820000 7.500000 -100 14.780000 -100.000000 9.960000 9.370000 9.060000 13.497549 -100.000000 -100.000000 3.161389 2923.713135 7.474422 0.004656 0.003780 3.73688e-08 0.17302 1 0 0 0 0 0 PMI_J03548+1618  
4762 26.243584 16.344223 16.393442 4.450000 7.400000 -100 14.030000 -100.000000 9.584000 9.012000 8.709000 12.956649 -100.000000 -100.000000 2.905870 3042.427490 7.417892 0.005666 0.004591 3.07114e-08 0.223897 1 1 0 0 0 0 Gl73
4763 197.210495 16.367666 18.975332 4.220000 7.400000 -100 13.480000 -100.000000 9.264000 8.655000 8.413000 12.089052 -100.000000 -100.000000 2.725052 3134.616211 7.372692 0.010511 0.005403 1.65542e-08 0.27277 1 1 0 0 0 0 GJ3763
4768 330.453369 16.467077 16.183849 3.640000 7.200000 108752 10.650000 10.708700 7.009000 6.416000 6.180000 9.604590 1.498000 2.050000 2.050000 3462.566406 7.217015 0.058059 0.014889 2.99693e-09 0.459582 1 1 0 1 0 0 Gl844
4769 251.558167 16.479145 16.082342 3.790000 7.300000 82099 11.740000 11.685900 7.951000 7.293000 7.094000 10.708253 2.400000 2.850000 2.850000 3197.622070 7.341189 0.033972 0.011461 5.12193e-09 0.310573 1 1 0 1 0 0 GJ3972
4770 165.580490 16.508648 16.860563 3.370000 7.100000 53953 11.640000 11.724000 8.270000 7.692000 7.440000 10.505640 1.454000 1.820000 1.820000 3675.583740 7.079068 0.020217 0.008433 8.60647e-09 0.532559 1 1 0 1 1 0 GJ1141A
4774 344.147644 16.554123 6.832001 3.320000 7.150000 113296 8.650000 8.710400 5.360000 4.800000 4.523000 9.477260 1.507000 2.100000 2.100000 3603.160400 7.126314 0.055992 0.034635 3.10758e-09 0.55 1 1 0 1 0 1 Gl880
4775 282.963837 16.584454 15.477480 3.000000 7.000000 92573 10.160000 10.204800 7.162000 6.525000 6.319000 9.211498 1.447000 1.870000 1.870000 3786.957520 7.013555 0.058308 0.015601 2.98415e-09 0.571867 1 1 0 1 0 0 Gl731
4780 55.938133 16.668022 16.688919 3.300000 7.100000 17405 10.830000 10.842800 7.533000 6.911000 6.688000 9.717859 1.470000 2.010000 2.010000 3639.191895 7.100577 0.043605 0.012512 3.9904e-09 0.519769 1 1 0 1 0 0 Gl150.1B
4782 55.968616 16.672798 17.711655 2.940000 7.000000 17414 9.990000 10.004200 7.046000 6.408000 6.247000 8.748704 1.420000 1.760000 1.760000 3863.075439 6.896924 0.082711 0.016238 2.1037e-09 0.600615 1 1 0 1 0 0 Gl150.1A
4783 100.894836 16.693056 15.625000 4.920000 7.500000 -100 14.700000 -100.000000 9.780000 9.240000 8.890000 13.730900 -100.000000 -100.000000 3.161389 2923.713135 7.474422 0.003756 0.003922 4.63286e-08 0.17302 1 0 0 0 0 0 PMI_J06435+1641  
4788 291.705750 16.717138 17.271156 4.180000 7.400000 -100 13.180000 -100.000000 9.000000 8.361000 8.157000 11.993393 -100.000000 -100.000000 2.667689 3165.962402 7.357019 0.010929 0.006053 1.59207e-08 0.291577 1 1 0 0 0 0 GJ4110
4793 203.185150 16.811386 12.759985 3.740000 7.300000 66077 11.380000 11.394900 7.643000 7.067000 6.828000 10.850749 1.540000 2.540000 2.540000 3294.513184 7.293403 0.025466 0.012506 6.83261e-09 0.367916 1 1 0 1 0 0 Gl516AB
